File name	Cplex Cost	Labeling Cost	Cplex Elapsed Time [ms]	Labeling Elapsed Time [ms]
instances/solomon_25/RC101.txt	-14.255919755423463	-14.255919755423463	98	13
instances/solomon_25/RC102.txt	-25.165556125285136	-25.16555612528513	2633	45
instances/solomon_25/RC103.txt	-25.917438786713003	-25.917438786713	144142	148
instances/solomon_25/RC104.txt	-32.16480831213062	-32.16480831213061	339894	302
instances/solomon_25/RC105.txt	-17.394182753087808	-17.394182753087804	5299	12
instances/solomon_25/RC106.txt	-23.44351325131985	-23.44351325131985	1253	11
instances/solomon_25/RC107.txt	-33.500202897051985	-33.50020289705199	46875	73
instances/solomon_25/RC108.txt	-37.37006444095408	-37.37006444095407	294401	387
